interaction_id,user_id,destination_id,tipe_interaksi,skor_interaksi,timestamp,durasi_detik,platform,rating_diberikan,session_id
INT0006324,USR01536,DST0029,bookmark,0.7348,2025-10-27 08:26:41,,Android,,SES107977
INT0006325,USR01290,DST0010,view,0.2402,2025-10-22 08:07:41,421.0,Desktop,,SES515108
INT0006326,USR01563,DST0005,share,0.7675,2025-11-28 02:04:41,,Desktop,,SES224310
INT0006327,USR01792,DST0002,like,0.5657,2026-01-31 10:39:41,,Web,,SES224436
INT0006328,USR00954,DST0010,view,0.1505,2025-05-24 22:39:41,855.0,Web,,SES943204
INT0006329,USR01995,DST0017,review,0.8283,2025-04-01 20:09:41,,Web,4.9,SES929584
INT0006330,USR01788,DST0014,review,0.9734,2025-11-26 08:44:41,,Desktop,4.0,SES935143
INT0006331,USR00403,DST0007,book,1.0,2026-03-08 10:30:41,,Desktop,,SES443804
INT0006332,USR01436,DST0006,bookmark,0.7195,2025-03-22 23:24:41,,Android,,SES954528
INT0006333,USR01682,DST0011,like,0.5796,2025-06-05 05:14:41,,Web,,SES672690
INT0006334,USR00891,DST0004,like,0.5761,2025-06-18 12:13:41,,Android,,SES196669
INT0006335,USR00596,DST0008,bookmark,0.6565,2025-03-15 07:53:41,,Desktop,,SES260247
INT0006336,USR00324,DST0010,like,0.5025,2025-06-04 00:38:41,,Android,,SES120624
INT0006337,USR01646,DST0003,like,0.6498,2025-03-23 10:03:41,,Android,,SES136006
INT0006338,USR00430,DST0002,like,0.6262,2025-05-03 07:49:41,,iOS,,SES861271
INT0006339,USR01414,DST0026,like,0.517,2025-08-02 11:13:41,,Web,,SES871123
INT0006340,USR01939,DST0003,bookmark,0.7097,2026-03-07 01:28:41,,iOS,,SES874828
INT0006341,USR00528,DST0028,like,0.6574,2025-08-07 19:33:41,,Desktop,,SES662370
INT0006342,USR00514,DST0020,book,1.0,2026-01-07 09:43:41,,Web,,SES810943
INT0006343,USR01219,DST0008,bookmark,0.7302,2026-01-11 04:32:41,,Android,,SES380506
INT0006344,USR01285,DST0026,share,0.7178,2025-03-27 05:31:41,,Web,,SES377757
INT0006345,USR01873,DST0023,book,1.0,2025-12-27 06:52:41,,Android,,SES131196
INT0006346,USR00242,DST0005,share,0.7824,2025-05-15 07:55:41,,Web,,SES881140
INT0006347,USR00039,DST0012,book,1.0,2025-07-04 21:47:41,,Android,,SES799467
INT0006348,USR01109,DST0029,book,1.0,2026-01-02 10:43:41,,Android,,SES268201
INT0006349,USR00986,DST0025,book,1.0,2025-07-10 00:33:41,,iOS,,SES137032
INT0006350,USR01200,DST0021,share,0.7365,2025-05-21 22:39:41,,iOS,,SES380600
INT0006351,USR00263,DST0027,like,0.6888,2025-05-28 23:36:41,,iOS,,SES606754
INT0006352,USR00116,DST0001,share,0.8144,2025-07-27 23:35:41,,Desktop,,SES698832
INT0006353,USR00388,DST0010,book,1.0,2025-06-08 09:54:41,,Web,,SES654943
INT0006354,USR01042,DST0028,review,0.9349,2025-06-24 03:53:41,,Desktop,3.1,SES231157
INT0006355,USR01069,DST0018,bookmark,0.6579,2025-12-31 04:58:41,,iOS,,SES508695
INT0006356,USR01521,DST0016,review,0.9969,2025-10-06 23:08:41,,iOS,4.4,SES122624
INT0006357,USR00972,DST0011,share,0.731,2025-05-15 10:27:41,,Android,,SES767746
INT0006358,USR00459,DST0025,share,0.8891,2025-10-22 07:07:41,,iOS,,SES265873
INT0006359,USR01584,DST0020,share,0.7629,2026-02-20 03:56:41,,iOS,,SES623366
INT0006360,USR00152,DST0025,book,1.0,2025-05-02 07:51:41,,iOS,,SES926490
INT0006361,USR00228,DST0017,bookmark,0.6244,2025-11-15 20:59:41,,Android,,SES618315
INT0006362,USR00970,DST0011,book,1.0,2026-01-27 04:12:41,,Web,,SES480374
INT0006363,USR01586,DST0008,view,0.2167,2025-03-15 21:09:41,387.0,Desktop,,SES349558
INT0006364,USR00529,DST0015,bookmark,0.6475,2025-11-25 23:45:41,,Desktop,,SES665102
INT0006365,USR00750,DST0010,bookmark,0.7874,2025-08-23 11:05:41,,Android,,SES921584
INT0006366,USR00574,DST0017,view,0.2801,2025-06-14 04:09:41,272.0,iOS,,SES739169
INT0006367,USR00264,DST0007,view,0.211,2025-10-04 05:16:41,50.0,Web,,SES931987
INT0006368,USR00005,DST0020,bookmark,0.7732,2025-11-20 11:00:41,,Desktop,,SES640707
INT0006369,USR00309,DST0014,review,0.8388,2026-02-28 04:26:41,,Android,4.4,SES563665
INT0006370,USR00226,DST0009,share,0.8802,2025-09-15 04:04:41,,iOS,,SES436368
INT0006371,USR00414,DST0008,share,0.7649,2025-11-15 02:12:41,,iOS,,SES843565
INT0006372,USR01887,DST0021,bookmark,0.6093,2025-12-18 04:47:41,,Desktop,,SES267669
INT0006373,USR00410,DST0019,view,0.1393,2026-01-28 23:16:41,670.0,Web,,SES494585
INT0006374,USR01799,DST0015,view,0.1996,2025-11-17 01:46:41,150.0,Android,,SES170460
INT0006375,USR00461,DST0007,bookmark,0.677,2025-09-07 04:40:41,,Web,,SES154177
INT0006376,USR00010,DST0010,view,0.1216,2025-09-22 00:20:41,37.0,Android,,SES344956
INT0006377,USR00630,DST0019,review,0.8629,2026-01-20 00:49:41,,Web,3.6,SES683914
INT0006378,USR01296,DST0009,view,0.1036,2026-02-19 01:25:41,346.0,Web,,SES548060
INT0006379,USR00740,DST0029,review,0.9636,2025-10-27 08:56:41,,Web,4.8,SES692181
INT0006380,USR00494,DST0027,book,1.0,2025-04-22 23:04:41,,iOS,,SES731886
INT0006381,USR01144,DST0006,book,1.0,2025-05-10 09:02:41,,iOS,,SES579208
INT0006382,USR01947,DST0014,book,1.0,2025-11-24 05:59:41,,Web,,SES710276
INT0006383,USR00449,DST0004,review,0.9754,2025-05-04 04:22:41,,Android,4.3,SES756762
INT0006384,USR01006,DST0006,like,0.698,2025-11-05 11:33:41,,Web,,SES319026
INT0006385,USR00992,DST0021,review,0.8596,2026-03-05 07:35:41,,iOS,4.3,SES768138
INT0006386,USR00020,DST0021,book,1.0,2026-02-09 09:30:41,,iOS,,SES389652
INT0006387,USR01759,DST0022,like,0.6064,2026-02-22 00:35:41,,Web,,SES337350
INT0006388,USR00271,DST0006,book,1.0,2025-06-29 07:10:41,,Desktop,,SES644102
INT0006389,USR00145,DST0010,review,0.9391,2025-08-05 19:45:41,,iOS,4.0,SES745619
INT0006390,USR01261,DST0003,bookmark,0.7466,2025-04-13 06:49:41,,iOS,,SES626019
INT0006391,USR00034,DST0010,view,0.1036,2025-08-22 03:48:41,62.0,Desktop,,SES613444
INT0006392,USR01238,DST0006,share,0.7592,2025-03-19 09:09:41,,Desktop,,SES351972
INT0006393,USR00001,DST0019,bookmark,0.6724,2025-10-06 05:11:41,,Desktop,,SES638554
INT0006394,USR01189,DST0004,like,0.6226,2025-12-04 08:00:41,,Android,,SES228194
INT0006395,USR00113,DST0029,bookmark,0.7289,2025-11-26 10:55:41,,Desktop,,SES515014
INT0006396,USR00397,DST0029,view,0.2772,2026-02-08 20:47:41,877.0,iOS,,SES613035
INT0006397,USR00864,DST0015,view,0.2384,2026-02-12 05:33:41,68.0,Desktop,,SES164616
INT0006398,USR00641,DST0015,review,0.9887,2025-04-16 04:56:41,,Web,3.2,SES455930
INT0006399,USR01682,DST0016,book,1.0,2025-07-16 09:52:41,,Android,,SES898882
INT0006400,USR00246,DST0017,review,0.9696,2025-05-16 00:47:41,,iOS,3.3,SES109157
INT0006401,USR00821,DST0021,view,0.281,2025-11-12 23:22:41,298.0,Web,,SES821443
INT0006402,USR00379,DST0029,view,0.1577,2025-05-20 11:39:41,736.0,Web,,SES637955
INT0006403,USR00862,DST0007,book,1.0,2026-02-09 11:11:41,,Web,,SES372571
INT0006404,USR00386,DST0021,share,0.7637,2026-02-16 01:23:41,,Web,,SES854733
INT0006405,USR00360,DST0004,book,1.0,2025-10-03 10:09:41,,iOS,,SES514780
INT0006406,USR00821,DST0012,bookmark,0.7284,2025-08-04 01:56:41,,Desktop,,SES902969
INT0006407,USR00677,DST0006,share,0.8474,2025-03-29 05:36:41,,Android,,SES147538
INT0006408,USR01276,DST0001,bookmark,0.7049,2026-02-07 06:50:41,,Web,,SES534169
INT0006409,USR00704,DST0014,share,0.8105,2025-08-31 03:37:41,,Desktop,,SES317922
INT0006410,USR00209,DST0028,share,0.8987,2026-03-14 05:10:41,,Desktop,,SES375144
INT0006411,USR01976,DST0013,view,0.2397,2025-03-31 03:58:41,184.0,Android,,SES177769
INT0006412,USR01372,DST0015,book,1.0,2025-12-14 10:36:41,,Android,,SES209830
INT0006413,USR00379,DST0007,view,0.2654,2025-09-29 00:49:41,590.0,Desktop,,SES723789
INT0006414,USR00702,DST0028,bookmark,0.6041,2025-05-23 23:13:41,,Desktop,,SES551021
INT0006415,USR00713,DST0024,review,0.9696,2025-06-09 07:20:41,,Android,4.3,SES186675
INT0006416,USR01903,DST0007,like,0.6173,2025-04-09 03:28:41,,Desktop,,SES681419
INT0006417,USR00632,DST0002,share,0.7382,2025-09-14 08:29:41,,Android,,SES551859
INT0006418,USR00294,DST0021,review,0.8225,2025-10-20 12:13:41,,Android,4.9,SES331554
INT0006419,USR00194,DST0009,view,0.2959,2026-02-06 23:51:41,130.0,iOS,,SES546535
INT0006420,USR00539,DST0002,bookmark,0.6336,2025-10-18 01:39:41,,Android,,SES444414
INT0006421,USR01360,DST0002,share,0.7544,2026-02-26 09:29:41,,iOS,,SES177954
INT0006422,USR00203,DST0007,book,1.0,2025-10-30 19:57:41,,iOS,,SES710475
INT0006423,USR00939,DST0024,view,0.2437,2025-11-26 09:30:41,211.0,Web,,SES966810
INT0006424,USR01294,DST0002,book,1.0,2025-04-27 02:09:41,,Web,,SES755319
INT0006425,USR01547,DST0012,bookmark,0.7783,2026-03-07 05:24:41,,Android,,SES997127
INT0006426,USR01512,DST0015,bookmark,0.6314,2025-11-05 22:20:41,,Android,,SES458132
INT0006427,USR00947,DST0027,bookmark,0.7645,2026-02-09 06:42:41,,Web,,SES143771
INT0006428,USR01212,DST0018,share,0.7229,2026-01-13 20:22:41,,Web,,SES252051
INT0006429,USR01971,DST0014,review,0.8921,2025-03-20 09:01:41,,Web,4.4,SES509188
INT0006430,USR00382,DST0011,view,0.1596,2026-01-26 07:39:41,82.0,Desktop,,SES600929
INT0006431,USR00954,DST0023,view,0.2044,2025-10-11 11:39:41,263.0,iOS,,SES325674
INT0006432,USR01428,DST0025,view,0.2778,2026-02-21 11:55:41,776.0,Web,,SES872849
INT0006433,USR01199,DST0021,review,0.8057,2025-06-01 19:37:41,,Desktop,3.8,SES389229
INT0006434,USR00013,DST0026,share,0.8482,2025-10-26 10:13:41,,iOS,,SES229185
INT0006435,USR01805,DST0017,share,0.715,2025-06-17 10:17:41,,Web,,SES758342
INT0006436,USR01130,DST0022,like,0.6853,2025-09-26 23:42:41,,Android,,SES624866
INT0006437,USR01375,DST0020,like,0.6983,2025-10-06 00:42:41,,Desktop,,SES959911
INT0006438,USR01882,DST0005,bookmark,0.6111,2025-03-19 23:27:41,,iOS,,SES318374
INT0006439,USR00133,DST0022,bookmark,0.7614,2025-07-02 10:00:41,,Desktop,,SES893628
INT0006440,USR00022,DST0007,bookmark,0.6213,2025-08-25 22:40:41,,Android,,SES988326
INT0006441,USR00560,DST0009,bookmark,0.6983,2025-04-15 08:54:41,,Desktop,,SES970766
INT0006442,USR01603,DST0008,like,0.5806,2025-04-30 23:48:41,,Android,,SES297357
INT0006443,USR00955,DST0003,share,0.857,2026-01-29 01:46:41,,Desktop,,SES126808
INT0006444,USR00085,DST0026,view,0.2573,2025-04-26 10:21:41,290.0,Android,,SES688037
INT0006445,USR00899,DST0027,review,0.856,2025-10-25 01:29:41,,Web,4.3,SES965407
INT0006446,USR01669,DST0014,view,0.1236,2025-08-21 02:24:41,681.0,Android,,SES972914
INT0006447,USR00962,DST0025,view,0.1218,2025-10-30 10:06:41,151.0,iOS,,SES640586
INT0006448,USR01163,DST0016,bookmark,0.7614,2025-06-06 03:42:41,,Web,,SES648358
INT0006449,USR01410,DST0017,share,0.7562,2025-08-12 04:18:41,,Web,,SES830821
INT0006450,USR01472,DST0014,review,0.8773,2025-10-06 00:27:41,,Web,3.9,SES825456
INT0006451,USR00036,DST0027,bookmark,0.7796,2025-06-18 10:20:41,,Android,,SES498582
INT0006452,USR00240,DST0007,view,0.1771,2025-12-27 21:15:41,122.0,Desktop,,SES636340
INT0006453,USR00766,DST0011,share,0.7901,2025-06-03 20:56:41,,Android,,SES340318
INT0006454,USR00505,DST0022,like,0.6634,2025-05-02 01:39:41,,Web,,SES662092
INT0006455,USR01548,DST0012,book,1.0,2025-11-21 10:16:41,,Desktop,,SES596104
INT0006456,USR00591,DST0019,share,0.752,2025-04-29 23:47:41,,Android,,SES826949
INT0006457,USR01173,DST0008,share,0.723,2025-06-24 10:54:41,,Web,,SES397313
INT0006458,USR00859,DST0029,like,0.6997,2025-06-17 12:20:41,,iOS,,SES702894
INT0006459,USR01767,DST0014,share,0.7993,2025-12-15 07:20:41,,Web,,SES116633
INT0006460,USR00952,DST0022,view,0.1596,2025-10-23 00:29:41,377.0,iOS,,SES730663
INT0006461,USR01606,DST0008,review,0.9848,2025-08-20 22:10:41,,Android,3.6,SES508108
INT0006462,USR01109,DST0015,view,0.2792,2025-10-18 09:09:41,464.0,Android,,SES436603
INT0006463,USR00753,DST0022,bookmark,0.7979,2025-09-17 05:26:41,,Web,,SES984017
INT0006464,USR00896,DST0002,bookmark,0.6755,2025-12-24 02:24:41,,iOS,,SES691422
INT0006465,USR00023,DST0016,share,0.8424,2025-08-26 22:31:41,,iOS,,SES787636
INT0006466,USR01428,DST0006,like,0.6093,2025-08-25 01:20:41,,Desktop,,SES582387
INT0006467,USR00230,DST0028,view,0.2726,2025-12-19 23:39:41,798.0,Web,,SES477609
INT0006468,USR00160,DST0008,bookmark,0.718,2026-01-25 04:26:41,,iOS,,SES628317
INT0006469,USR00128,DST0020,book,1.0,2026-02-14 05:06:41,,Web,,SES358970
INT0006470,USR01375,DST0017,review,0.8502,2025-11-05 20:04:41,,Desktop,3.5,SES999195
INT0006471,USR00945,DST0019,bookmark,0.7307,2025-05-29 23:38:41,,Android,,SES416200
INT0006472,USR00599,DST0019,view,0.2066,2025-04-14 02:10:41,598.0,Desktop,,SES238846
INT0006473,USR00981,DST0017,view,0.222,2026-01-01 05:48:41,619.0,Android,,SES589065
INT0006474,USR00649,DST0016,review,0.8856,2025-05-29 21:14:41,,Desktop,4.6,SES856142
INT0006475,USR00434,DST0007,share,0.7366,2026-01-16 04:22:41,,Web,,SES377696
INT0006476,USR01652,DST0005,bookmark,0.798,2025-12-26 20:12:41,,Web,,SES929403
INT0006477,USR00505,DST0002,book,1.0,2026-02-01 09:33:41,,iOS,,SES124383
INT0006478,USR00939,DST0029,bookmark,0.7214,2025-09-09 23:20:41,,iOS,,SES289582
INT0006479,USR00060,DST0013,like,0.5876,2026-01-16 00:28:41,,Android,,SES494792
INT0006480,USR01223,DST0028,share,0.8309,2025-09-22 09:42:41,,Desktop,,SES980977
INT0006481,USR01640,DST0009,view,0.2836,2025-11-26 07:48:41,203.0,Android,,SES552361
INT0006482,USR01470,DST0010,review,0.9691,2025-09-05 02:50:41,,Android,5.0,SES985008
INT0006483,USR01681,DST0002,like,0.5604,2025-10-04 20:17:41,,iOS,,SES159114
INT0006484,USR00083,DST0026,bookmark,0.6844,2025-11-09 07:47:41,,Android,,SES405116
INT0006485,USR01155,DST0015,share,0.72,2026-01-15 03:19:41,,iOS,,SES585314
INT0006486,USR01193,DST0015,review,0.8961,2025-10-25 09:52:41,,Android,3.1,SES251979
INT0006487,USR01650,DST0012,book,1.0,2025-08-27 03:10:41,,Web,,SES784509
INT0006488,USR01442,DST0004,view,0.1934,2025-03-24 23:10:41,272.0,Android,,SES188948
INT0006489,USR01057,DST0009,view,0.2968,2025-09-19 08:25:41,357.0,iOS,,SES827818
INT0006490,USR01721,DST0028,book,1.0,2025-08-15 12:03:41,,Desktop,,SES438663
INT0006491,USR00587,DST0026,review,0.8226,2025-10-13 03:14:41,,Web,3.3,SES538458
INT0006492,USR01900,DST0015,like,0.5955,2025-12-24 08:49:41,,iOS,,SES814595
INT0006493,USR00190,DST0018,review,0.8592,2025-03-29 22:11:41,,Web,3.0,SES447263
INT0006494,USR00288,DST0023,book,1.0,2026-02-21 21:10:41,,Desktop,,SES760253
INT0006495,USR00543,DST0028,share,0.7497,2025-06-25 05:58:41,,Android,,SES727097
INT0006496,USR01252,DST0010,book,1.0,2025-09-25 11:29:41,,Android,,SES823987
INT0006497,USR00203,DST0029,view,0.1579,2025-04-14 08:40:41,804.0,Desktop,,SES310231
INT0006498,USR00723,DST0024,book,1.0,2025-08-17 06:37:41,,iOS,,SES167567
INT0006499,USR00444,DST0021,review,0.9305,2026-03-06 04:39:41,,Desktop,3.7,SES331763
INT0006500,USR00281,DST0008,like,0.5458,2025-06-16 06:16:41,,Android,,SES759885
INT0006501,USR01770,DST0005,book,1.0,2025-06-10 07:42:41,,Android,,SES361206
INT0006502,USR01349,DST0004,like,0.5511,2026-03-08 07:56:41,,Web,,SES553328
INT0006503,USR01923,DST0022,bookmark,0.617,2025-04-13 10:28:41,,Android,,SES668512
INT0006504,USR01572,DST0009,like,0.5715,2025-11-27 12:09:41,,Android,,SES985387
INT0006505,USR01992,DST0012,review,0.9444,2025-06-10 21:40:41,,iOS,3.8,SES643804
INT0006506,USR00566,DST0023,share,0.872,2025-07-30 23:17:41,,Android,,SES631956
INT0006507,USR01281,DST0017,book,1.0,2025-08-21 06:35:41,,Web,,SES354847
INT0006508,USR00592,DST0022,book,1.0,2025-03-16 21:55:41,,Android,,SES678478
INT0006509,USR00422,DST0018,share,0.7077,2025-03-19 05:36:41,,iOS,,SES219888
INT0006510,USR01516,DST0016,bookmark,0.7642,2025-08-03 07:24:41,,Desktop,,SES523171
INT0006511,USR01336,DST0024,review,0.8892,2025-05-13 22:27:41,,iOS,5.0,SES295387
INT0006512,USR00727,DST0003,bookmark,0.6594,2025-06-08 09:02:41,,Desktop,,SES774653
INT0006513,USR00129,DST0016,book,1.0,2025-12-02 07:41:41,,iOS,,SES610912
INT0006514,USR01768,DST0003,book,1.0,2026-01-18 04:38:41,,Desktop,,SES525607
INT0006515,USR01859,DST0011,view,0.1159,2026-01-18 11:54:41,299.0,Android,,SES519173
INT0006516,USR00284,DST0004,bookmark,0.7969,2025-12-16 21:58:41,,Web,,SES452732
INT0006517,USR00826,DST0019,bookmark,0.7445,2025-10-04 22:18:41,,Web,,SES264786
INT0006518,USR01983,DST0006,view,0.188,2025-04-01 10:19:41,160.0,iOS,,SES850778
INT0006519,USR00077,DST0015,view,0.1714,2025-10-20 02:42:41,652.0,Desktop,,SES956490
INT0006520,USR00086,DST0016,view,0.2663,2026-02-04 21:34:41,93.0,Android,,SES913508
INT0006521,USR01712,DST0026,like,0.5643,2025-07-15 20:57:41,,iOS,,SES149419
INT0006522,USR01878,DST0006,like,0.6942,2025-06-25 21:35:41,,Android,,SES857715
INT0006523,USR01202,DST0024,book,1.0,2025-11-17 20:38:41,,Web,,SES395795
INT0006524,USR01055,DST0001,share,0.7243,2025-07-23 20:54:41,,Desktop,,SES130361
INT0006525,USR00154,DST0011,book,1.0,2025-09-16 00:57:41,,Desktop,,SES714225
INT0006526,USR00179,DST0009,view,0.299,2025-07-17 22:52:41,603.0,iOS,,SES140710
INT0006527,USR01833,DST0007,like,0.663,2025-11-10 22:22:41,,iOS,,SES839780
INT0006528,USR01172,DST0012,share,0.8165,2025-06-30 22:16:41,,iOS,,SES789503
INT0006529,USR00390,DST0029,share,0.7966,2025-10-21 11:58:41,,Desktop,,SES398179
INT0006530,USR00998,DST0024,view,0.2273,2025-12-31 00:39:41,850.0,Desktop,,SES910487
INT0006531,USR01722,DST0013,view,0.1183,2025-06-30 10:58:41,738.0,Android,,SES380777
INT0006532,USR01096,DST0019,view,0.1895,2025-05-28 23:56:41,788.0,Desktop,,SES684851
INT0006533,USR00436,DST0011,view,0.259,2026-02-25 00:47:41,436.0,iOS,,SES416595
INT0006534,USR00619,DST0007,view,0.1368,2025-04-14 10:01:41,206.0,Desktop,,SES690251
INT0006535,USR01990,DST0029,book,1.0,2025-11-04 19:25:41,,Desktop,,SES512641
INT0006536,USR00355,DST0011,review,0.92,2025-09-27 22:19:41,,Web,3.3,SES167506
INT0006537,USR01236,DST0010,book,1.0,2026-02-25 01:49:41,,iOS,,SES312911
INT0006538,USR00512,DST0003,review,0.957,2026-02-19 04:48:41,,Desktop,3.1,SES738036
INT0006539,USR01959,DST0024,like,0.5487,2025-06-05 21:06:41,,Android,,SES433234
INT0006540,USR00718,DST0023,view,0.1874,2025-12-09 08:26:41,249.0,iOS,,SES219222
INT0006541,USR00625,DST0010,book,1.0,2025-10-01 21:08:41,,Desktop,,SES457920
INT0006542,USR00341,DST0006,share,0.833,2025-08-10 21:33:41,,Android,,SES391014
INT0006543,USR01890,DST0012,bookmark,0.7676,2025-05-29 20:24:41,,Android,,SES981343
INT0006544,USR00766,DST0001,book,1.0,2025-09-02 00:37:41,,Android,,SES441155
INT0006545,USR01104,DST0019,review,0.9101,2026-01-12 09:37:41,,Desktop,3.8,SES167342
INT0006546,USR00850,DST0025,view,0.1152,2025-03-19 06:40:41,643.0,Android,,SES477024
INT0006547,USR01849,DST0016,review,0.9995,2025-08-27 10:35:41,,Android,4.5,SES908958
INT0006548,USR01634,DST0016,review,0.8311,2025-09-23 08:06:41,,Desktop,4.4,SES428103
INT0006549,USR00570,DST0008,review,0.9692,2025-07-27 01:33:41,,Desktop,3.7,SES991275
INT0006550,USR01034,DST0018,like,0.6012,2026-02-01 11:46:41,,Android,,SES996669
INT0006551,USR00097,DST0006,review,0.8708,2025-12-16 00:22:41,,Android,4.3,SES884999
INT0006552,USR00299,DST0016,like,0.5863,2025-09-04 11:57:41,,Desktop,,SES694446
INT0006553,USR00218,DST0011,view,0.269,2025-04-26 00:58:41,249.0,Desktop,,SES737554
INT0006554,USR00079,DST0002,view,0.1301,2025-11-05 02:45:41,709.0,Web,,SES362307
INT0006555,USR01391,DST0003,bookmark,0.7193,2026-03-04 23:01:41,,iOS,,SES240592
INT0006556,USR01689,DST0017,review,0.9706,2025-06-12 11:23:41,,Web,4.5,SES724568
INT0006557,USR01664,DST0009,view,0.1826,2025-11-06 20:38:41,638.0,iOS,,SES927515
INT0006558,USR01245,DST0013,book,1.0,2025-05-04 00:33:41,,iOS,,SES579382
INT0006559,USR00464,DST0019,like,0.5073,2025-03-26 07:15:41,,Desktop,,SES159352
INT0006560,USR00275,DST0029,share,0.8129,2026-01-24 11:26:41,,Desktop,,SES681034
INT0006561,USR01823,DST0003,like,0.6748,2026-03-14 20:31:41,,iOS,,SES903034
INT0006562,USR00857,DST0028,bookmark,0.7249,2025-12-19 02:19:41,,Web,,SES315743
INT0006563,USR00572,DST0015,view,0.2621,2026-03-10 00:17:41,509.0,Web,,SES501793
INT0006564,USR01123,DST0004,share,0.8762,2026-03-11 01:52:41,,Android,,SES467275
INT0006565,USR00987,DST0026,view,0.2628,2025-11-22 22:31:41,151.0,iOS,,SES454549
INT0006566,USR00199,DST0015,like,0.5659,2025-08-09 02:14:41,,Desktop,,SES507175
INT0006567,USR01323,DST0029,like,0.6444,2025-10-20 20:43:41,,Android,,SES617520
INT0006568,USR00811,DST0012,bookmark,0.6137,2025-05-25 02:30:41,,Desktop,,SES448814
INT0006569,USR01942,DST0018,share,0.7857,2025-10-20 20:40:41,,Desktop,,SES937200
INT0006570,USR00545,DST0007,share,0.7764,2025-09-16 05:12:41,,Desktop,,SES340589
INT0006571,USR00690,DST0023,bookmark,0.6091,2025-07-16 10:53:41,,iOS,,SES492789
INT0006572,USR00445,DST0024,review,0.9342,2025-10-23 08:57:41,,Web,3.2,SES983618
INT0006573,USR00825,DST0025,share,0.8259,2026-02-11 04:06:41,,iOS,,SES781723
INT0006574,USR01082,DST0007,share,0.7656,2025-12-12 04:09:41,,Android,,SES795388
INT0006575,USR01804,DST0002,like,0.572,2025-10-25 08:56:41,,iOS,,SES319919
INT0006576,USR00658,DST0003,share,0.7856,2025-11-02 02:14:41,,Desktop,,SES637238
INT0006577,USR01093,DST0028,share,0.7903,2025-11-02 23:10:41,,iOS,,SES294204
INT0006578,USR00025,DST0020,book,1.0,2025-11-20 11:22:41,,iOS,,SES269496
INT0006579,USR00984,DST0022,share,0.8698,2026-02-02 19:53:41,,Web,,SES806563
INT0006580,USR01502,DST0014,review,0.8645,2025-11-11 09:42:41,,Web,3.9,SES831245
INT0006581,USR01237,DST0014,view,0.2486,2026-01-21 03:10:41,66.0,iOS,,SES403727
INT0006582,USR01759,DST0012,view,0.2844,2025-04-10 12:00:41,239.0,Desktop,,SES822298
INT0006583,USR00204,DST0013,like,0.5898,2025-05-01 08:51:41,,Web,,SES325266
INT0006584,USR01561,DST0010,like,0.568,2025-03-28 22:19:41,,Web,,SES943531
INT0006585,USR00726,DST0004,share,0.8136,2026-02-08 07:44:41,,iOS,,SES149578
INT0006586,USR01208,DST0017,like,0.5841,2025-10-13 06:25:41,,Desktop,,SES853132
INT0006587,USR01920,DST0013,bookmark,0.7075,2025-04-17 09:29:41,,Web,,SES475449
INT0006588,USR00350,DST0006,bookmark,0.7334,2025-12-31 20:04:41,,Web,,SES322772
INT0006589,USR01175,DST0027,view,0.1567,2025-12-22 23:14:41,477.0,Desktop,,SES691807
INT0006590,USR00472,DST0011,view,0.2109,2025-10-01 05:56:41,438.0,iOS,,SES321096
INT0006591,USR01815,DST0024,like,0.6703,2025-03-28 11:15:41,,Desktop,,SES713433
INT0006592,USR00839,DST0020,share,0.7541,2025-12-26 04:33:41,,iOS,,SES360960
INT0006593,USR01215,DST0026,share,0.8766,2025-12-16 12:18:41,,Desktop,,SES119984
INT0006594,USR00653,DST0005,share,0.7491,2025-12-04 07:49:41,,Android,,SES397281
INT0006595,USR01603,DST0005,bookmark,0.6285,2026-02-24 00:14:41,,Web,,SES807722
INT0006596,USR00486,DST0007,book,1.0,2025-05-26 03:25:41,,iOS,,SES376508
INT0006597,USR00199,DST0012,review,0.8099,2025-09-19 01:52:41,,iOS,4.8,SES701590
INT0006598,USR00209,DST0029,bookmark,0.6931,2025-11-27 06:42:41,,Desktop,,SES383034
INT0006599,USR00303,DST0019,view,0.1744,2025-12-04 03:33:41,781.0,Web,,SES287210
INT0006600,USR00582,DST0020,share,0.7178,2025-06-13 02:15:41,,Android,,SES449169
INT0006601,USR00094,DST0017,book,1.0,2025-12-08 07:08:41,,iOS,,SES759531
INT0006602,USR01967,DST0022,review,0.9237,2025-06-27 07:15:41,,iOS,3.9,SES967803
INT0006603,USR01441,DST0012,share,0.8079,2026-02-24 22:16:41,,iOS,,SES945193
INT0006604,USR00711,DST0012,book,1.0,2026-02-14 09:58:41,,iOS,,SES308157
INT0006605,USR01972,DST0013,review,0.8624,2025-03-16 03:34:41,,Web,4.2,SES996536
INT0006606,USR00461,DST0024,review,0.934,2026-02-16 11:40:41,,Android,3.1,SES114518
INT0006607,USR00770,DST0022,view,0.2264,2025-09-24 02:13:41,896.0,Android,,SES826165
INT0006608,USR01697,DST0025,book,1.0,2025-12-11 01:04:41,,Web,,SES207341
INT0006609,USR01296,DST0013,bookmark,0.7794,2025-07-06 19:29:41,,iOS,,SES665046
INT0006610,USR01989,DST0010,book,1.0,2026-03-13 06:29:41,,Web,,SES277329
INT0006611,USR01464,DST0011,share,0.7306,2025-04-07 01:20:41,,Android,,SES527583
INT0006612,USR00986,DST0007,review,0.9476,2025-12-17 03:02:41,,Android,3.2,SES319023
INT0006613,USR01436,DST0026,review,0.8111,2025-04-10 02:04:41,,Web,4.2,SES296406
